Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,COMMODITY,"DEFINITIONS, COVERAGE, REMARKS",subclass,subclass code,class,class code,type,lifespan
131,Malaysia,249,Coconuts,5510,Production,2012,2012,tonnes,624152.0,,"COCONUTS
Cocos nucifera
Husked coconut","In shell, covered by the endocarp, while exocarp (the smooth outer
skin) and mesocarp (the fibrous covering) are removed. Immature nuts
contain a milky juice that is consumed as a refreshing drink. Mature
nuts are consumed as such, or processed for copra or desiccated
coconut. The flesh, from which copra/oil is extracted, constitutes
40-70% of the weight of the husked coconut. The oil content is about
36% of the flesh.",,,"Oilcrops, Oil Equivalent",1732.0,Perennial,70.0
131,Malaysia,249,Coconuts,5510,Production,2013,2013,tonnes,624727.0,,"COCONUTS
Cocos nucifera
Husked coconut","In shell, covered by the endocarp, while exocarp (the smooth outer
skin) and mesocarp (the fibrous covering) are removed. Immature nuts
contain a milky juice that is consumed as a refreshing drink. Mature
nuts are consumed as such, or processed for copra or desiccated
coconut. The flesh, from which copra/oil is extracted, constitutes
40-70% of the weight of the husked coconut. The oil content is about
36% of the flesh.",,,"Oilcrops, Oil Equivalent",1732.0,Perennial,70.0
131,Malaysia,249,Coconuts,5510,Production,2014,2014,tonnes,595097.0,,"COCONUTS
Cocos nucifera
Husked coconut","In shell, covered by the endocarp, while exocarp (the smooth outer
skin) and mesocarp (the fibrous covering) are removed. Immature nuts
contain a milky juice that is consumed as a refreshing drink. Mature
nuts are consumed as such, or processed for copra or desiccated
coconut. The flesh, from which copra/oil is extracted, constitutes
40-70% of the weight of the husked coconut. The oil content is about
36% of the flesh.",,,"Oilcrops, Oil Equivalent",1732.0,Perennial,70.0
131,Malaysia,249,Coconuts,5510,Production,2015,2015,tonnes,505614.0,,"COCONUTS
Cocos nucifera
Husked coconut","In shell, covered by the endocarp, while exocarp (the smooth outer
skin) and mesocarp (the fibrous covering) are removed. Immature nuts
contain a milky juice that is consumed as a refreshing drink. Mature
nuts are consumed as such, or processed for copra or desiccated
coconut. The flesh, from which copra/oil is extracted, constitutes
40-70% of the weight of the husked coconut. The oil content is about
36% of the flesh.",,,"Oilcrops, Oil Equivalent",1732.0,Perennial,70.0
131,Malaysia,249,Coconuts,5510,Production,2016,2016,tonnes,504773.0,,"COCONUTS
Cocos nucifera
Husked coconut","In shell, covered by the endocarp, while exocarp (the smooth outer
skin) and mesocarp (the fibrous covering) are removed. Immature nuts
contain a milky juice that is consumed as a refreshing drink. Mature
nuts are consumed as such, or processed for copra or desiccated
coconut. The flesh, from which copra/oil is extracted, constitutes
40-70% of the weight of the husked coconut. The oil content is about
36% of the flesh.",,,"Oilcrops, Oil Equivalent",1732.0,Perennial,70.0
131,Malaysia,249,Coconuts,5510,Production,2017,2017,tonnes,517589.0,,"COCONUTS
Cocos nucifera
Husked coconut","In shell, covered by the endocarp, while exocarp (the smooth outer
skin) and mesocarp (the fibrous covering) are removed. Immature nuts
contain a milky juice that is consumed as a refreshing drink. Mature
nuts are consumed as such, or processed for copra or desiccated
coconut. The flesh, from which copra/oil is extracted, constitutes
40-70% of the weight of the husked coconut. The oil content is about
36% of the flesh.",,,"Oilcrops, Oil Equivalent",1732.0,Perennial,70.0
131,Malaysia,249,Coconuts,5510,Production,2018,2018,tonnes,519153.0,Im,"COCONUTS
Cocos nucifera
Husked coconut","In shell, covered by the endocarp, while exocarp (the smooth outer
skin) and mesocarp (the fibrous covering) are removed. Immature nuts
contain a milky juice that is consumed as a refreshing drink. Mature
nuts are consumed as such, or processed for copra or desiccated
coconut. The flesh, from which copra/oil is extracted, constitutes
40-70% of the weight of the husked coconut. The oil content is about
36% of the flesh.",,,"Oilcrops, Oil Equivalent",1732.0,Perennial,70.0
131,Malaysia,397,Cucumbers and gherkins,5312,Area harvested,2012,2012,ha,4607.0,,"CUCUMBERS, GHERKINS
Cucumis sativus",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,397,Cucumbers and gherkins,5312,Area harvested,2013,2013,ha,5161.0,,"CUCUMBERS, GHERKINS
Cucumis sativus",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,397,Cucumbers and gherkins,5312,Area harvested,2014,2014,ha,4661.0,,"CUCUMBERS, GHERKINS
Cucumis sativus",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,397,Cucumbers and gherkins,5312,Area harvested,2015,2015,ha,4371.0,,"CUCUMBERS, GHERKINS
Cucumis sativus",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,397,Cucumbers and gherkins,5312,Area harvested,2016,2016,ha,4359.0,,"CUCUMBERS, GHERKINS
Cucumis sativus",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,397,Cucumbers and gherkins,5312,Area harvested,2017,2017,ha,4401.0,,"CUCUMBERS, GHERKINS
Cucumis sativus",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,397,Cucumbers and gherkins,5312,Area harvested,2018,2018,ha,4582.0,Im,"CUCUMBERS, GHERKINS
Cucumis sativus",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,397,Cucumbers and gherkins,5510,Production,2012,2012,tonnes,93114.0,,"CUCUMBERS, GHERKINS
Cucumis sativus",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,397,Cucumbers and gherkins,5510,Production,2013,2013,tonnes,119857.0,,"CUCUMBERS, GHERKINS
Cucumis sativus",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,397,Cucumbers and gherkins,5510,Production,2014,2014,tonnes,97331.0,,"CUCUMBERS, GHERKINS
Cucumis sativus",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,397,Cucumbers and gherkins,5510,Production,2015,2015,tonnes,100817.0,,"CUCUMBERS, GHERKINS
Cucumis sativus",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,397,Cucumbers and gherkins,5510,Production,2016,2016,tonnes,97621.0,,"CUCUMBERS, GHERKINS
Cucumis sativus",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,397,Cucumbers and gherkins,5510,Production,2017,2017,tonnes,88492.0,,"CUCUMBERS, GHERKINS
Cucumis sativus",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,397,Cucumbers and gherkins,5510,Production,2018,2018,tonnes,89396.0,Im,"CUCUMBERS, GHERKINS
Cucumis sativus",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,720,Ginger,5312,Area harvested,2012,2012,ha,903.0,,"GINGER
Zingiber officinale","Rhizome of a perennial herb. It also is used for making beverages.
Includes fresh, provisionally preserved or dried, whereas ginger
preserved in sugar or syrup is excluded.",,,spice,,Annual,
131,Malaysia,720,Ginger,5312,Area harvested,2013,2013,ha,893.0,,"GINGER
Zingiber officinale","Rhizome of a perennial herb. It also is used for making beverages.
Includes fresh, provisionally preserved or dried, whereas ginger
preserved in sugar or syrup is excluded.",,,spice,,Annual,
131,Malaysia,720,Ginger,5312,Area harvested,2014,2014,ha,1048.0,,"GINGER
Zingiber officinale","Rhizome of a perennial herb. It also is used for making beverages.
Includes fresh, provisionally preserved or dried, whereas ginger
preserved in sugar or syrup is excluded.",,,spice,,Annual,
131,Malaysia,720,Ginger,5312,Area harvested,2015,2015,ha,965.0,,"GINGER
Zingiber officinale","Rhizome of a perennial herb. It also is used for making beverages.
Includes fresh, provisionally preserved or dried, whereas ginger
preserved in sugar or syrup is excluded.",,,spice,,Annual,
131,Malaysia,720,Ginger,5312,Area harvested,2016,2016,ha,940.0,,"GINGER
Zingiber officinale","Rhizome of a perennial herb. It also is used for making beverages.
Includes fresh, provisionally preserved or dried, whereas ginger
preserved in sugar or syrup is excluded.",,,spice,,Annual,
131,Malaysia,720,Ginger,5312,Area harvested,2017,2017,ha,974.0,,"GINGER
Zingiber officinale","Rhizome of a perennial herb. It also is used for making beverages.
Includes fresh, provisionally preserved or dried, whereas ginger
preserved in sugar or syrup is excluded.",,,spice,,Annual,
131,Malaysia,720,Ginger,5312,Area harvested,2018,2018,ha,992.0,Im,"GINGER
Zingiber officinale","Rhizome of a perennial herb. It also is used for making beverages.
Includes fresh, provisionally preserved or dried, whereas ginger
preserved in sugar or syrup is excluded.",,,spice,,Annual,
131,Malaysia,720,Ginger,5510,Production,2012,2012,tonnes,8727.0,,"GINGER
Zingiber officinale","Rhizome of a perennial herb. It also is used for making beverages.
Includes fresh, provisionally preserved or dried, whereas ginger
preserved in sugar or syrup is excluded.",,,spice,,Annual,
131,Malaysia,720,Ginger,5510,Production,2013,2013,tonnes,8831.0,,"GINGER
Zingiber officinale","Rhizome of a perennial herb. It also is used for making beverages.
Includes fresh, provisionally preserved or dried, whereas ginger
preserved in sugar or syrup is excluded.",,,spice,,Annual,
131,Malaysia,720,Ginger,5510,Production,2014,2014,tonnes,10775.0,,"GINGER
Zingiber officinale","Rhizome of a perennial herb. It also is used for making beverages.
Includes fresh, provisionally preserved or dried, whereas ginger
preserved in sugar or syrup is excluded.",,,spice,,Annual,
131,Malaysia,720,Ginger,5510,Production,2015,2015,tonnes,12924.0,,"GINGER
Zingiber officinale","Rhizome of a perennial herb. It also is used for making beverages.
Includes fresh, provisionally preserved or dried, whereas ginger
preserved in sugar or syrup is excluded.",,,spice,,Annual,
131,Malaysia,720,Ginger,5510,Production,2016,2016,tonnes,13362.0,,"GINGER
Zingiber officinale","Rhizome of a perennial herb. It also is used for making beverages.
Includes fresh, provisionally preserved or dried, whereas ginger
preserved in sugar or syrup is excluded.",,,spice,,Annual,
131,Malaysia,720,Ginger,5510,Production,2017,2017,tonnes,14279.0,,"GINGER
Zingiber officinale","Rhizome of a perennial herb. It also is used for making beverages.
Includes fresh, provisionally preserved or dried, whereas ginger
preserved in sugar or syrup is excluded.",,,spice,,Annual,
131,Malaysia,720,Ginger,5510,Production,2018,2018,tonnes,9945.0,Im,"GINGER
Zingiber officinale","Rhizome of a perennial herb. It also is used for making beverages.
Includes fresh, provisionally preserved or dried, whereas ginger
preserved in sugar or syrup is excluded.",,,spice,,Annual,
131,Malaysia,507,Grapefruit (inc. pomelos),5312,Area harvested,2012,2012,ha,1123.0,,"GRAPEFRUIT AND POMELO
Citrus maxima; C. grandis; C. paradisi",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,507,Grapefruit (inc. pomelos),5312,Area harvested,2013,2013,ha,1093.0,,"GRAPEFRUIT AND POMELO
Citrus maxima; C. grandis; C. paradisi",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,507,Grapefruit (inc. pomelos),5312,Area harvested,2014,2014,ha,1009.0,,"GRAPEFRUIT AND POMELO
Citrus maxima; C. grandis; C. paradisi",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,507,Grapefruit (inc. pomelos),5312,Area harvested,2015,2015,ha,1044.0,,"GRAPEFRUIT AND POMELO
Citrus maxima; C. grandis; C. paradisi",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,507,Grapefruit (inc. pomelos),5312,Area harvested,2016,2016,ha,910.0,,"GRAPEFRUIT AND POMELO
Citrus maxima; C. grandis; C. paradisi",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,507,Grapefruit (inc. pomelos),5312,Area harvested,2017,2017,ha,892.0,,"GRAPEFRUIT AND POMELO
Citrus maxima; C. grandis; C. paradisi",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,507,Grapefruit (inc. pomelos),5312,Area harvested,2018,2018,ha,837.0,Im,"GRAPEFRUIT AND POMELO
Citrus maxima; C. grandis; C. paradisi",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,507,Grapefruit (inc. pomelos),5510,Production,2012,2012,tonnes,11357.0,,"GRAPEFRUIT AND POMELO
Citrus maxima; C. grandis; C. paradisi",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,507,Grapefruit (inc. pomelos),5510,Production,2013,2013,tonnes,11714.0,,"GRAPEFRUIT AND POMELO
Citrus maxima; C. grandis; C. paradisi",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,507,Grapefruit (inc. pomelos),5510,Production,2014,2014,tonnes,11831.0,,"GRAPEFRUIT AND POMELO
Citrus maxima; C. grandis; C. paradisi",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,507,Grapefruit (inc. pomelos),5510,Production,2015,2015,tonnes,10196.0,,"GRAPEFRUIT AND POMELO
Citrus maxima; C. grandis; C. paradisi",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,507,Grapefruit (inc. pomelos),5510,Production,2016,2016,tonnes,12858.0,,"GRAPEFRUIT AND POMELO
Citrus maxima; C. grandis; C. paradisi",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,507,Grapefruit (inc. pomelos),5510,Production,2017,2017,tonnes,13037.0,,"GRAPEFRUIT AND POMELO
Citrus maxima; C. grandis; C. paradisi",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,507,Grapefruit (inc. pomelos),5510,Production,2018,2018,tonnes,12794.0,Im,"GRAPEFRUIT AND POMELO
Citrus maxima; C. grandis; C. paradisi",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,497,Lemons and limes,5312,Area harvested,2012,2012,ha,967.0,,"LEMONS AND LIMES
lemon (Citrus limon);
sour lime (C. aurantifolia);
sweet lime (C. limetta)",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,497,Lemons and limes,5312,Area harvested,2013,2013,ha,1310.0,,"LEMONS AND LIMES
lemon (Citrus limon);
sour lime (C. aurantifolia);
sweet lime (C. limetta)",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,497,Lemons and limes,5312,Area harvested,2014,2014,ha,989.0,,"LEMONS AND LIMES
lemon (Citrus limon);
sour lime (C. aurantifolia);
sweet lime (C. limetta)",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,497,Lemons and limes,5312,Area harvested,2015,2015,ha,850.0,,"LEMONS AND LIMES
lemon (Citrus limon);
sour lime (C. aurantifolia);
sweet lime (C. limetta)",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,497,Lemons and limes,5312,Area harvested,2016,2016,ha,1013.0,,"LEMONS AND LIMES
lemon (Citrus limon);
sour lime (C. aurantifolia);
sweet lime (C. limetta)",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,497,Lemons and limes,5312,Area harvested,2017,2017,ha,1011.0,,"LEMONS AND LIMES
lemon (Citrus limon);
sour lime (C. aurantifolia);
sweet lime (C. limetta)",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,497,Lemons and limes,5312,Area harvested,2018,2018,ha,1031.0,Im,"LEMONS AND LIMES
lemon (Citrus limon);
sour lime (C. aurantifolia);
sweet lime (C. limetta)",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,497,Lemons and limes,5510,Production,2012,2012,tonnes,6086.0,,"LEMONS AND LIMES
lemon (Citrus limon);
sour lime (C. aurantifolia);
sweet lime (C. limetta)",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,497,Lemons and limes,5510,Production,2013,2013,tonnes,9293.0,,"LEMONS AND LIMES
lemon (Citrus limon);
sour lime (C. aurantifolia);
sweet lime (C. limetta)",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,497,Lemons and limes,5510,Production,2014,2014,tonnes,7477.0,,"LEMONS AND LIMES
lemon (Citrus limon);
sour lime (C. aurantifolia);
sweet lime (C. limetta)",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,497,Lemons and limes,5510,Production,2015,2015,tonnes,7587.0,,"LEMONS AND LIMES
lemon (Citrus limon);
sour lime (C. aurantifolia);
sweet lime (C. limetta)",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,497,Lemons and limes,5510,Production,2016,2016,tonnes,7072.0,,"LEMONS AND LIMES
lemon (Citrus limon);
sour lime (C. aurantifolia);
sweet lime (C. limetta)",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,497,Lemons and limes,5510,Production,2017,2017,tonnes,6961.0,,"LEMONS AND LIMES
lemon (Citrus limon);
sour lime (C. aurantifolia);
sweet lime (C. limetta)",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,497,Lemons and limes,5510,Production,2018,2018,tonnes,6997.0,Im,"LEMONS AND LIMES
lemon (Citrus limon);
sour lime (C. aurantifolia);
sweet lime (C. limetta)",,"Citrus fruit, total",1804.0,Fruit Primary,1738.0,Perennial,50.0
131,Malaysia,372,Lettuce and chicory,5312,Area harvested,2012,2012,ha,2069.0,,"LETTUCE
Lactuca sativa;
witloof chicory (Cichorium intybus var. foliosum);
endive (C. endivia var. crispa);
escarole chicory (C. endivia var. latifolia)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,372,Lettuce and chicory,5312,Area harvested,2013,2013,ha,3346.0,,"LETTUCE
Lactuca sativa;
witloof chicory (Cichorium intybus var. foliosum);
endive (C. endivia var. crispa);
escarole chicory (C. endivia var. latifolia)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,372,Lettuce and chicory,5312,Area harvested,2014,2014,ha,3127.0,,"LETTUCE
Lactuca sativa;
witloof chicory (Cichorium intybus var. foliosum);
endive (C. endivia var. crispa);
escarole chicory (C. endivia var. latifolia)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,372,Lettuce and chicory,5312,Area harvested,2015,2015,ha,3182.0,,"LETTUCE
Lactuca sativa;
witloof chicory (Cichorium intybus var. foliosum);
endive (C. endivia var. crispa);
escarole chicory (C. endivia var. latifolia)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,372,Lettuce and chicory,5312,Area harvested,2016,2016,ha,3017.0,,"LETTUCE
Lactuca sativa;
witloof chicory (Cichorium intybus var. foliosum);
endive (C. endivia var. crispa);
escarole chicory (C. endivia var. latifolia)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,372,Lettuce and chicory,5312,Area harvested,2017,2017,ha,2323.0,,"LETTUCE
Lactuca sativa;
witloof chicory (Cichorium intybus var. foliosum);
endive (C. endivia var. crispa);
escarole chicory (C. endivia var. latifolia)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,372,Lettuce and chicory,5312,Area harvested,2018,2018,ha,2931.0,Im,"LETTUCE
Lactuca sativa;
witloof chicory (Cichorium intybus var. foliosum);
endive (C. endivia var. crispa);
escarole chicory (C. endivia var. latifolia)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,372,Lettuce and chicory,5510,Production,2012,2012,tonnes,39817.0,,"LETTUCE
Lactuca sativa;
witloof chicory (Cichorium intybus var. foliosum);
endive (C. endivia var. crispa);
escarole chicory (C. endivia var. latifolia)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,372,Lettuce and chicory,5510,Production,2013,2013,tonnes,64993.0,,"LETTUCE
Lactuca sativa;
witloof chicory (Cichorium intybus var. foliosum);
endive (C. endivia var. crispa);
escarole chicory (C. endivia var. latifolia)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,372,Lettuce and chicory,5510,Production,2014,2014,tonnes,67320.0,,"LETTUCE
Lactuca sativa;
witloof chicory (Cichorium intybus var. foliosum);
endive (C. endivia var. crispa);
escarole chicory (C. endivia var. latifolia)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,372,Lettuce and chicory,5510,Production,2015,2015,tonnes,66006.0,,"LETTUCE
Lactuca sativa;
witloof chicory (Cichorium intybus var. foliosum);
endive (C. endivia var. crispa);
escarole chicory (C. endivia var. latifolia)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,372,Lettuce and chicory,5510,Production,2016,2016,tonnes,65268.0,,"LETTUCE
Lactuca sativa;
witloof chicory (Cichorium intybus var. foliosum);
endive (C. endivia var. crispa);
escarole chicory (C. endivia var. latifolia)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,372,Lettuce and chicory,5510,Production,2017,2017,tonnes,40358.0,,"LETTUCE
Lactuca sativa;
witloof chicory (Cichorium intybus var. foliosum);
endive (C. endivia var. crispa);
escarole chicory (C. endivia var. latifolia)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,372,Lettuce and chicory,5510,Production,2018,2018,tonnes,57211.0,Im,"LETTUCE
Lactuca sativa;
witloof chicory (Cichorium intybus var. foliosum);
endive (C. endivia var. crispa);
escarole chicory (C. endivia var. latifolia)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,56,Maize,5312,Area harvested,2012,2012,ha,9322.0,,"MAIZE
Zea mays
Corn, Indian corn, mealies","A grain with a high germ content. At the national level, hybrid and
ordinary maize should be reported separately owing to widely different
yields and uses. Used largely for animal feed and commercial starch
production.",,,"Cereals, Total",1717.0,Annual,
131,Malaysia,56,Maize,5312,Area harvested,2013,2013,ha,9720.0,,"MAIZE
Zea mays
Corn, Indian corn, mealies","A grain with a high germ content. At the national level, hybrid and
ordinary maize should be reported separately owing to widely different
yields and uses. Used largely for animal feed and commercial starch
production.",,,"Cereals, Total",1717.0,Annual,
131,Malaysia,56,Maize,5312,Area harvested,2014,2014,ha,9707.0,,"MAIZE
Zea mays
Corn, Indian corn, mealies","A grain with a high germ content. At the national level, hybrid and
ordinary maize should be reported separately owing to widely different
yields and uses. Used largely for animal feed and commercial starch
production.",,,"Cereals, Total",1717.0,Annual,
131,Malaysia,56,Maize,5312,Area harvested,2015,2015,ha,10030.0,,"MAIZE
Zea mays
Corn, Indian corn, mealies","A grain with a high germ content. At the national level, hybrid and
ordinary maize should be reported separately owing to widely different
yields and uses. Used largely for animal feed and commercial starch
production.",,,"Cereals, Total",1717.0,Annual,
131,Malaysia,56,Maize,5312,Area harvested,2016,2016,ha,10042.0,,"MAIZE
Zea mays
Corn, Indian corn, mealies","A grain with a high germ content. At the national level, hybrid and
ordinary maize should be reported separately owing to widely different
yields and uses. Used largely for animal feed and commercial starch
production.",,,"Cereals, Total",1717.0,Annual,
131,Malaysia,56,Maize,5312,Area harvested,2017,2017,ha,10477.0,,"MAIZE
Zea mays
Corn, Indian corn, mealies","A grain with a high germ content. At the national level, hybrid and
ordinary maize should be reported separately owing to widely different
yields and uses. Used largely for animal feed and commercial starch
production.",,,"Cereals, Total",1717.0,Annual,
131,Malaysia,56,Maize,5312,Area harvested,2018,2018,ha,10237.0,Im,"MAIZE
Zea mays
Corn, Indian corn, mealies","A grain with a high germ content. At the national level, hybrid and
ordinary maize should be reported separately owing to widely different
yields and uses. Used largely for animal feed and commercial starch
production.",,,"Cereals, Total",1717.0,Annual,
131,Malaysia,56,Maize,5510,Production,2012,2012,tonnes,83601.0,,"MAIZE
Zea mays
Corn, Indian corn, mealies","A grain with a high germ content. At the national level, hybrid and
ordinary maize should be reported separately owing to widely different
yields and uses. Used largely for animal feed and commercial starch
production.",,,"Cereals, Total",1717.0,Annual,
131,Malaysia,56,Maize,5510,Production,2013,2013,tonnes,86499.0,,"MAIZE
Zea mays
Corn, Indian corn, mealies","A grain with a high germ content. At the national level, hybrid and
ordinary maize should be reported separately owing to widely different
yields and uses. Used largely for animal feed and commercial starch
production.",,,"Cereals, Total",1717.0,Annual,
131,Malaysia,56,Maize,5510,Production,2014,2014,tonnes,59188.0,,"MAIZE
Zea mays
Corn, Indian corn, mealies","A grain with a high germ content. At the national level, hybrid and
ordinary maize should be reported separately owing to widely different
yields and uses. Used largely for animal feed and commercial starch
production.",,,"Cereals, Total",1717.0,Annual,
131,Malaysia,56,Maize,5510,Production,2015,2015,tonnes,62460.0,,"MAIZE
Zea mays
Corn, Indian corn, mealies","A grain with a high germ content. At the national level, hybrid and
ordinary maize should be reported separately owing to widely different
yields and uses. Used largely for animal feed and commercial starch
production.",,,"Cereals, Total",1717.0,Annual,
131,Malaysia,56,Maize,5510,Production,2016,2016,tonnes,64867.0,,"MAIZE
Zea mays
Corn, Indian corn, mealies","A grain with a high germ content. At the national level, hybrid and
ordinary maize should be reported separately owing to widely different
yields and uses. Used largely for animal feed and commercial starch
production.",,,"Cereals, Total",1717.0,Annual,
131,Malaysia,56,Maize,5510,Production,2017,2017,tonnes,72561.0,,"MAIZE
Zea mays
Corn, Indian corn, mealies","A grain with a high germ content. At the national level, hybrid and
ordinary maize should be reported separately owing to widely different
yields and uses. Used largely for animal feed and commercial starch
production.",,,"Cereals, Total",1717.0,Annual,
131,Malaysia,56,Maize,5510,Production,2018,2018,tonnes,76362.0,Im,"MAIZE
Zea mays
Corn, Indian corn, mealies","A grain with a high germ content. At the national level, hybrid and
ordinary maize should be reported separately owing to widely different
yields and uses. Used largely for animal feed and commercial starch
production.",,,"Cereals, Total",1717.0,Annual,
131,Malaysia,571,"Mangoes, mangosteens, guavas",5312,Area harvested,2012,2012,ha,12862.0,,"MANGOES
Mangifera indica","Trade figures may include dried mangoes, guavas and mangosteens,
including both fresh and dried.",,,Fruit Primary,1738.0,Perennial,300.0
131,Malaysia,571,"Mangoes, mangosteens, guavas",5312,Area harvested,2013,2013,ha,11138.0,,"MANGOES
Mangifera indica","Trade figures may include dried mangoes, guavas and mangosteens,
including both fresh and dried.",,,Fruit Primary,1738.0,Perennial,300.0
131,Malaysia,571,"Mangoes, mangosteens, guavas",5312,Area harvested,2014,2014,ha,11977.0,,"MANGOES
Mangifera indica","Trade figures may include dried mangoes, guavas and mangosteens,
including both fresh and dried.",,,Fruit Primary,1738.0,Perennial,300.0
131,Malaysia,571,"Mangoes, mangosteens, guavas",5312,Area harvested,2015,2015,ha,8344.0,,"MANGOES
Mangifera indica","Trade figures may include dried mangoes, guavas and mangosteens,
including both fresh and dried.",,,Fruit Primary,1738.0,Perennial,300.0
131,Malaysia,571,"Mangoes, mangosteens, guavas",5312,Area harvested,2016,2016,ha,8379.0,,"MANGOES
Mangifera indica","Trade figures may include dried mangoes, guavas and mangosteens,
including both fresh and dried.",,,Fruit Primary,1738.0,Perennial,300.0
131,Malaysia,571,"Mangoes, mangosteens, guavas",5312,Area harvested,2017,2017,ha,9571.0,,"MANGOES
Mangifera indica","Trade figures may include dried mangoes, guavas and mangosteens,
including both fresh and dried.",,,Fruit Primary,1738.0,Perennial,300.0
131,Malaysia,571,"Mangoes, mangosteens, guavas",5312,Area harvested,2018,2018,ha,10645.0,Im,"MANGOES
Mangifera indica","Trade figures may include dried mangoes, guavas and mangosteens,
including both fresh and dried.",,,Fruit Primary,1738.0,Perennial,300.0
131,Malaysia,571,"Mangoes, mangosteens, guavas",5510,Production,2012,2012,tonnes,78676.0,,"MANGOES
Mangifera indica","Trade figures may include dried mangoes, guavas and mangosteens,
including both fresh and dried.",,,Fruit Primary,1738.0,Perennial,300.0
131,Malaysia,571,"Mangoes, mangosteens, guavas",5510,Production,2013,2013,tonnes,69266.0,,"MANGOES
Mangifera indica","Trade figures may include dried mangoes, guavas and mangosteens,
including both fresh and dried.",,,Fruit Primary,1738.0,Perennial,300.0
