Item,Year,production,class,area,type,lifespan,price,yield_i,eco lifespan,constant,gamma,beta,alpha
Sweet potatoes,2016,43212.0,"Roots and Tubers, Total",2592.0,Annual,,301.3,0.05998333796167731,0.8,3.6036850129753886e-07,0.030546509519943792,0.0026792121035462235,0.0007114090254676243
"Tobacco, unmanufactured",2016,2195.0,tobacco,2864.0,Annual,,3829.529414768218,1.3047835990888383,0.8,1597.513293988024,0.2609586448743896,2.578109896401012e-07,0.16547911430158946
Tomatoes,2016,242946.0,Vegetables Primary,2794.0,Annual,,482.1,0.011500498053065291,0.8,-1.5684319280144374e-08,0.06097279617744068,-1.106642146233726e-08,0.00020453841180799234
Watermelons,2016,192910.0,Vegetables Primary,11058.0,Annual,,277.2,0.05732206728526256,0.8,36.80612043021051,0.025112082291921235,4.2861419032304196e-08,-3.391033478724481e-08
Bananas,2017,350493.0,Fruit Primary,27565.0,Perennial,6.0,377.9,0.07864636383608231,0.7619,1.4775924043946734e-07,0.0066422536897316475,0.02577042054531402,0.0013509362773830534
Cabbages and other brassicas,2017,77342.0,Vegetables Primary,3279.0,Annual,,381.4,0.04239611078068837,0.8,5.081663891103838,0.0028397100292019747,0.011502973679406303,0.00014088930766170443
Cassava,2017,44229.0,"Roots and Tubers, Total",2566.0,Annual,,305.8,0.05801623369282598,0.8,284.8992339846437,4.321493316516116e-08,3.735024028915422e-08,1.414317538031664e-08
Cereals (Rice Milled Eqv),2017,2008124.0,"Cereals, Total",699745.0,Annual,,279.0,0.3484570673922527,0.8,0.001987345196132716,1.3419447194224203e-06,0.011127306605191635,4.320552572277093e-05
"Chillies and peppers, green",2017,27358.0,Vegetables Primary,2835.0,Annual,,1397.5,0.103625996052343,0.8,1035.7086425867562,0.017571057336174735,0.007064324870975976,9.625527915760374e-09
"Cocoa, beans",2017,1029.0,stimulant,17554.0,Annual,,1436.6,17.059280855199226,0.8,705.4388994711713,0.11980808648112415,-1.2139759647537151e-08,-1.0307794008680998e-08
Coconuts,2017,517589.0,"Oilcrops, Oil Equivalent",74008.0,Perennial,70.0,281.4,0.14298603718394326,0.9796,0.0006602655391586947,0.02782428726444178,1.2316494451506829e-08,2.8201595519240104e-08
Cucumbers and gherkins,2017,88492.0,Vegetables Primary,4401.0,Annual,,295.3,0.04973330922569272,0.8,166.22483946655964,0.015133662343010812,1.634150404204424e-07,2.100576073161531e-09
Ginger,2017,14279.0,spice,974.0,Annual,,1926.3526621223748,0.06821205966804399,0.8,0.009656681316925098,0.00020003396941839675,0.059777763162679555,1.05197455050944e-07
Grapefruit (inc. pomelos),2017,13037.0,Fruit Primary,892.0,Perennial,50.0,512.7,0.06842064892229807,0.9714,11.436837611149318,0.003182554077728488,0.03126340350066342,0.03720816717256728
Lemons and limes,2017,6961.0,Fruit Primary,1011.0,Perennial,50.0,672.0,0.14523775319637985,0.9714,5.013050051048595,0.08952707223765867,9.689946471535268e-07,0.018605709180711458
Lettuce and chicory,2017,40358.0,Vegetables Primary,2323.0,Annual,,880.0718990821069,0.0575598394370385,0.8,218.41581513200148,5.844932375604774e-06,0.025102616503896346,0.0030379289060933306
Maize,2017,72561.0,"Cereals, Total",10477.0,Annual,,181.61446377135655,0.14438885902895496,0.8,75.46003640087407,0.010176731485581784,8.536979215952399e-07,1.1068385568795221e-07
"Mangoes, mangosteens, guavas",2017,113824.0,Fruit Primary,9571.0,Perennial,300.0,959.2,0.08408595726736014,0.9952,-5.453422700810914e-09,-4.137515895285942e-09,0.04167946149358704,0.002583048754685576
Oil palm fruit,2017,101740900.0,"Oilcrops, Oil Equivalent",5110713.0,Perennial,30.0,140.9,0.05023263014186035,0.9524,178.6785668519915,0.015621424444518923,1.500140658472744e-08,2.04633913640054e-06
Oilseeds nes,2017,198944.0,"Oilcrops, Oil Equivalent",156347.0,Annual,,2705.7,0.7858844700016085,0.8,18548.08536055455,0.010495734048645749,0.0007850758585768399,0.07754978969801597
Okra,2017,53937.0,Vegetables Primary,3411.0,Annual,,829.0,0.06324044718838645,0.8,25.814268096499607,0.06410322892582927,0.014089847348207724,0.005538105300982748
Oranges,2017,13245.0,Fruit Primary,1517.0,Perennial,50.0,277.51641822220614,0.11453378633446586,0.9714,0.0023418829337384242,0.04759881434460983,1.7579187987519577e-08,4.742113051105619e-08
Papayas,2017,83797.0,Fruit Primary,2738.0,Perennial,5.0,317.4,0.03267420074704345,0.7143,0.24035847219470824,0.019981695498761186,0.004934608258056912,0.00022906998750149836
Pepper (piper spp.),2017,30433.0,spice,17087.0,Annual,,3784.5,0.5614628856833043,0.8,19174.484714066337,1.48392337980803e-06,1.3049976104015312e-05,0.48824687434339115
Pineapples,2017,340722.0,Fruit Primary,10131.0,Perennial,7.0,337.2,0.029733917974184232,0.7959,4.09547136063259,0.026308780143381123,0.004322754298282098,0.00020002150445598877
"Pumpkins, squash and gourds",2017,23859.0,Vegetables Primary,1435.0,Annual,,306.9,0.06014501865124273,0.8,245.5257326086122,0.007813270275751892,1.8478048929440498e-07,6.965075806266524e-09
"Rice, paddy",2017,2901894.0,"Cereals, Total",689268.0,Annual,,279.0,0.2375234932771493,0.8,2.3825245033796008e-07,1.2207150148941924e-08,0.018771595096456036,0.00010787808718958383
"Rubber, natural",2017,740138.0,tobacco,1081889.0,Perennial,32.0,1636.4,1.4617395674860634,0.9554,0.00048695106719067886,0.17627607059488273,3.538065072618974e-09,-1.3866574659630312e-09
Spinach,2017,71180.0,Vegetables Primary,5485.0,Annual,,387.2,0.07705816240517,0.8,1.434881969414173,0.02985587810532678,0.008064269373876842,0.0022874357848000934
Sugar cane,2017,29990.0,sugar,1668.0,Perennial,15.0,218.6,0.055618539513171056,0.9048,0.0002802732158983135,0.023488122329431104,7.222272810149916e-09,1.1083602062240213e-08
Sweet potatoes,2017,41245.0,"Roots and Tubers, Total",2441.0,Annual,,391.8,0.05918293126439569,0.8,3.6036850129753886e-07,0.030546509519943792,0.0026792121035462235,0.0007114090254676243
"Tobacco, unmanufactured",2017,2034.0,tobacco,2659.0,Annual,,3758.1754705530975,1.3072763028515242,0.8,1597.513293988024,0.2609586448743896,2.578109896401012e-07,0.16547911430158946
Tomatoes,2017,188185.0,Vegetables Primary,1941.0,Annual,,538.3,0.010314318356935994,0.8,-1.5684319280144374e-08,0.06097279617744068,-1.106642146233726e-08,0.00020453841180799234
Watermelons,2017,172275.0,Vegetables Primary,9595.0,Annual,,300.0,0.055695835147293565,0.8,36.80612043021051,0.025112082291921235,4.2861419032304196e-08,-3.391033478724481e-08
Bananas,2018,376589.0,Fruit Primary,31183.0,Perennial,6.0,359.3,0.0828037993674802,0.7619,1.4775924043946734e-07,0.0066422536897316475,0.02577042054531402,0.0013509362773830534
Cabbages and other brassicas,2018,151934.0,Vegetables Primary,5428.0,Annual,,359.3,0.035726038937959906,0.8,5.081663891103838,0.0028397100292019747,0.011502973679406303,0.00014088930766170443
Cassava,2018,39762.0,"Roots and Tubers, Total",2158.0,Annual,,223.0,0.05427292389718827,0.8,284.8992339846437,4.321493316516116e-08,3.735024028915422e-08,1.414317538031664e-08
Cereals (Rice Milled Eqv),2018,1889926.0,"Cereals, Total",677163.0,Annual,,297.4,0.35830133031663675,0.8,0.001987345196132716,1.3419447194224203e-06,0.011127306605191635,4.320552572277093e-05
"Chillies and peppers, green",2018,35581.0,Vegetables Primary,2891.0,Annual,,1462.2,0.0812512295888255,0.8,1035.7086425867562,0.017571057336174735,0.007064324870975976,9.625527915760374e-09
"Cocoa, beans",2018,1505.0,stimulant,18000.0,Annual,,1525.1,11.960132890365449,0.8,705.4388994711713,0.11980808648112415,-1.2139759647537151e-08,-1.0307794008680998e-08
Coconuts,2018,519153.0,"Oilcrops, Oil Equivalent",71352.0,Perennial,70.0,297.4,0.13743925201241253,0.9796,0.0006602655391586947,0.02782428726444178,1.2316494451506829e-08,2.8201595519240104e-08
Cucumbers and gherkins,2018,89396.0,Vegetables Primary,4582.0,Annual,,309.8,0.05125508971318627,0.8,166.22483946655964,0.015133662343010812,1.634150404204424e-07,2.100576073161531e-09
Ginger,2018,9945.0,spice,992.0,Annual,,1904.0526853161768,0.09974861739567624,0.8,0.009656681316925098,0.00020003396941839675,0.059777763162679555,1.05197455050944e-07
Grapefruit (inc. pomelos),2018,12794.0,Fruit Primary,837.0,Perennial,50.0,532.8,0.06542129123026419,0.9714,11.436837611149318,0.003182554077728488,0.03126340350066342,0.03720816717256728
Lemons and limes,2018,6997.0,Fruit Primary,1031.0,Perennial,50.0,718.7,0.1473488637987709,0.9714,5.013050051048595,0.08952707223765867,9.689946471535268e-07,0.018605709180711458
Lettuce and chicory,2018,57211.0,Vegetables Primary,2931.0,Annual,,801.1943819018389,0.05123140654769188,0.8,218.41581513200148,5.844932375604774e-06,0.025102616503896346,0.0030379289060933306
Maize,2018,76362.0,"Cereals, Total",10237.0,Annual,,185.21444467527138,0.13405882507006106,0.8,75.46003640087407,0.010176731485581784,8.536979215952399e-07,1.1068385568795221e-07
"Mangoes, mangosteens, guavas",2018,67087.0,Fruit Primary,10645.0,Perennial,300.0,1486.9,0.15867455691862806,0.9952,-5.453422700810914e-09,-4.137515895285942e-09,0.04167946149358704,0.002583048754685576
Oil palm fruit,2018,98419400.0,"Oilcrops, Oil Equivalent",5235581.0,Perennial,30.0,116.0,0.05319663602907557,0.9524,178.6785668519915,0.015621424444518923,1.500140658472744e-08,2.04633913640054e-06
Oilseeds nes,2018,202758.0,"Oilcrops, Oil Equivalent",157334.0,Annual,,2948.6,0.7759693822191973,0.8,18548.08536055455,0.010495734048645749,0.0007850758585768399,0.07754978969801597
Okra,2018,51257.0,Vegetables Primary,3219.0,Annual,,817.8,0.0628011783756365,0.8,25.814268096499607,0.06410322892582927,0.014089847348207724,0.005538105300982748
Oranges,2018,13437.0,Fruit Primary,1667.0,Perennial,50.0,376.9277186026508,0.12406043015554068,0.9714,0.0023418829337384242,0.04759881434460983,1.7579187987519577e-08,4.742113051105619e-08
Papayas,2018,50519.0,Fruit Primary,2874.0,Perennial,5.0,359.3,0.05688948712365645,0.7143,0.24035847219470824,0.019981695498761186,0.004934608258056912,0.00022906998750149836
Pepper (piper spp.),2018,30457.0,spice,16675.0,Annual,,2550.6,0.5474931871162623,0.8,19174.484714066337,1.48392337980803e-06,1.3049976104015312e-05,0.48824687434339115
Pineapples,2018,329365.0,Fruit Primary,10556.0,Perennial,7.0,347.0,0.032049549891457814,0.7959,4.09547136063259,0.026308780143381123,0.004322754298282098,0.00020002150445598877
"Pumpkins, squash and gourds",2018,29568.0,Vegetables Primary,1903.0,Annual,,334.6,0.06436011904761904,0.8,245.5257326086122,0.007813270275751892,1.8478048929440498e-07,6.965075806266524e-09
"Rice, paddy",2018,2718987.0,"Cereals, Total",666926.0,Annual,,297.4,0.2452847328802969,0.8,2.3825245033796008e-07,1.2207150148941924e-08,0.018771595096456036,0.00010787808718958383
"Rubber, natural",2018,781996.0,tobacco,1103880.0,Perennial,32.0,1347.1,1.4116184737517838,0.9554,0.00048695106719067886,0.17627607059488273,3.538065072618974e-09,-1.3866574659630312e-09
Spinach,2018,58120.0,Vegetables Primary,4491.0,Annual,,446.1,0.07727116311080523,0.8,1.434881969414173,0.02985587810532678,0.008064269373876842,0.0022874357848000934
Sugar cane,2018,29433.0,sugar,811.0,Perennial,15.0,246.78089608441445,0.02755410593551456,0.9048,0.0002802732158983135,0.023488122329431104,7.222272810149916e-09,1.1083602062240213e-08
Sweet potatoes,2018,38664.0,"Roots and Tubers, Total",2277.0,Annual,,396.5,0.05889199255121042,0.8,3.6036850129753886e-07,0.030546509519943792,0.0026792121035462235,0.0007114090254676243
"Tobacco, unmanufactured",2018,2123.0,tobacco,2779.0,Annual,,3889.6001454970665,1.3089967027790863,0.8,1597.513293988024,0.2609586448743896,2.578109896401012e-07,0.16547911430158946
Tomatoes,2018,109303.0,Vegetables Primary,1897.0,Annual,,631.9,0.017355424828229785,0.8,-1.5684319280144374e-08,0.06097279617744068,-1.106642146233726e-08,0.00020453841180799234
Watermelons,2018,185290.0,Vegetables Primary,10797.0,Annual,,297.4,0.0582708187166064,0.8,36.80612043021051,0.025112082291921235,4.2861419032304196e-08,-3.391033478724481e-08
