﻿date,nok,usd,eur,gbp,brent,gdp yoy,interest rate
8/12/2014,16.54738758,102.2599971,136.7240908,171.9394773,10534.8252,,1.5
8/13/2014,16.62690066,102.4299981,136.8925394,170.9401709,10681.4004,,1.5
8/14/2014,16.63035705,102.4450037,136.9112815,170.9547825,10450.41445,,1.5
8/15/2014,16.68752607,102.360002,137.1553971,170.9109554,10597.3308,,1.5
8/18/2014,16.66083537,102.5700043,137.0614035,171.5854496,10421.112,,1.5
8/19/2014,16.6935154,102.9049978,137.0614035,170.998632,10451.0318,,1.5
8/20/2014,16.74929653,103.7549971,137.5894331,172.1763085,10612.0614,,1.5
8/21/2014,16.89089327,103.8350004,137.9120121,172.1614875,10656.58605,,1.5
8/22/2014,16.84919966,103.9450039,137.6651982,172.2356183,10632.53405,,1.5
8/25/2014,16.85019336,104.0550026,137.2683596,172.5030188,10681.24575,,1.5
8/26/2014,16.84111252,104.0700008,137.0426203,172.131853,10667.175,,1.5
8/27/2014,16.80008736,103.8650037,137.0238421,172.1614875,10669.0128,,1.5
8/28/2014,16.78457833,103.7149987,136.7240908,172.0282126,10626.6389,,1.5
8/29/2014,16.79853517,104.0750048,136.6680333,172.7414061,10739.49925,,1.5
9/1/2014,16.85573179,104.3650037,137.0050692,173.3102253,10727.67835,,1.5
9/2/2014,16.98182096,105.0749962,137.988133,173.0702665,10543.2255,,1.5
9/3/2014,16.85473745,104.8049946,137.8359752,172.5327812,10770.80985,,1.5
9/4/2014,16.8149182,105.2699949,136.2769147,171.924697,10719.6441,,1.5
9/5/2014,16.73276107,105.0999984,136.1099769,171.6001716,10596.182,,1.5
9/8/2014,16.74116485,106.0300003,136.7427868,170.7650273,10624.206,,1.5
9/9/2014,16.73542136,106.1950023,137.3815084,171.0425041,10530.2962,,1.5
9/10/2014,16.84323997,106.8450038,138.0071764,173.2201628,10475.0838,,1.5
9/11/2014,16.78993276,107.110005,138.4466288,174.1098633,10505.3488,,1.5
9/12/2014,16.87236896,107.3349944,139.1594768,174.6267354,10423.30185,,1.5
9/15/2014,16.76516199,107.175002,138.6962552,173.973556,10358.46375,,1.5
9/16/2014,16.73164121,107.1250017,138.8310426,174.3679163,10610.73125,,1.5
9/17/2014,16.81887751,108.3900041,139.4505648,176.3979538,10727.3583,,1.5
9/18/2014,17.1906964,108.7099972,140.4889014,178.3007934,10620.967,,1.5
9/19/2014,17.16266777,109.0449992,139.8992725,177.6041204,10728.93755,,1.5
9/22/2014,17.15839775,108.8449946,139.8601399,178.0785326,10554.69965,,1.5
9/23/2014,17.13340929,108.895001,139.8992725,178.4598911,10546.48075,,1.5
9/24/2014,17.05771478,109.0250025,139.3339836,178.1419792,10569.97375,,1.5
9/25/2014,16.99466368,108.7549946,138.6770212,177.4622893,10549.235,,1.5
9/26/2014,16.9210464,109.2849953,138.6193513,177.5410564,10600.645,,1.5
9/29/2014,16.99394166,109.4850033,138.8888889,177.8251978,10641.942,,1.5
9/30/2014,17.06368166,109.6550023,138.5233412,177.7935817,10381.03885,1.49,1.5
10/1/2014,16.88718516,108.895001,137.4759417,176.2425097,10253.5532,,1.5
10/2/2014,16.82467844,108.4250022,137.3626374,175.0393839,10129.0635,,1.5
10/3/2014,16.82439537,109.7700022,137.4003847,175.2541185,10132.8687,,1.5
10/6/2014,16.80262793,108.8000056,137.6841526,174.9934377,10095.552,,1.5
10/7/2014,16.71975188,108.0349947,136.8738024,173.882803,9951.10385,,1.5
10/8/2014,16.77922732,108.0849954,137.6273053,174.7487986,9876.8073,,1.5
10/9/2014,16.6583375,107.8400004,136.8550705,173.8223536,9710.992,,1.5
10/10/2014,16.5395875,107.6700018,135.9619307,173.100225,9712.9107,,1.5
10/13/2014,16.50968706,106.8649967,136.2769147,171.895144,9499.22985,,1.5
10/14/2014,16.27100994,107.0549994,135.5197181,170.2562356,9103.9572,,1.5
10/15/2014,16.19905398,105.9249996,135.9804188,169.707255,8874.3965,,1.5
10/16/2014,16.24840563,106.3350035,136.2026696,171.0717646,8982.11745,,1.5
10/17/2014,16.32853002,106.8750017,136.4070386,172.013417,9208.35,,1.5
10/20/2014,16.31760588,106.9549945,136.8925394,172.8907331,9133.957,,1.5
10/21/2014,16.29155364,106.9950015,136.0544218,172.3840717,9225.1089,,1.5
10/22/2014,16.20666742,107.1449962,135.5197181,171.9838335,9076.25295,,1.5
10/23/2014,16.4594152,108.2650046,136.9112815,173.5508504,9400.64995,,1.5
10/24/2014,16.39277079,108.1600015,137.0426203,174.0341107,9315.8208,,1.5
10/27/2014,16.34120435,107.8150028,136.9112815,173.8072478,9253.76145,,1.5
10/28/2014,16.35670707,108.1549948,137.7220768,174.4591766,9304.57465,,1.5
10/29/2014,16.22968247,108.8899971,137.5515818,174.3375174,9486.4968,,1.5
10/30/2014,16.29420822,109.2099956,137.7410468,174.7487986,9418.2704,,1.5
10/31/2014,16.6313251,112.3249948,140.6865504,179.6945193,9644.2245,,1.5
11/3/2014,16.75238303,114.0500023,142.3690205,182.1659532,9669.159,,1.5
11/4/2014,16.56136399,113.5999987,142.5110446,181.8016544,9408.352,,1.5
11/5/2014,16.79289325,114.6450052,143.1434297,183.1669567,9509.80275,,1.5
11/6/2014,16.77078529,115.2100013,142.5719989,182.3985408,9546.3006,,1.5
11/7/2014,16.8245369,114.5400062,142.6533524,181.8181818,9551.4906,,1.5
11/10/2014,16.85786293,114.8600012,142.6737052,181.9505095,9457.5724,,1.5
11/11/2014,17.03853264,115.7800041,144.4251878,184.3148097,9455.7526,,1.5
11/12/2014,16.97490261,115.4850029,143.6575205,182.2655609,9282.6843,,1.5
11/13/2014,17.03708121,115.7549958,144.4251878,181.8512457,9019.6296,,1.5
11/14/2014,17.21525961,116.2800027,145.6239988,182.1991437,9233.7948,,1.5
11/17/2014,17.18213058,116.6500032,145.22219,182.4484583,9251.5115,,1.5
11/18/2014,17.36111111,116.8699971,146.5201465,182.6984562,9170.7889,,1.5
11/19/2014,17.38238643,117.9799984,148.1042654,185.013876,9214.238,,1.5
11/20/2014,17.47167405,118.2150054,148.2359917,185.528757,9377.99595,,1.5
11/21/2014,17.30717642,117.809997,145.9640928,184.4337883,9467.2116,,1.5
11/24/2014,17.44348311,118.2750017,147.1670346,185.7527631,9424.152,,1.5
11/25/2014,17.33778336,117.9750016,147.1670346,185.3052905,9240.98175,,1.5
11/26/2014,17.23677293,117.7299961,147.2320377,185.9081614,9153.5075,,1.5
11/27/2014,16.99148726,117.7049974,146.7351431,185.2194851,8543.0289,,1.5
11/28/2014,16.87322304,118.6400059,147.7323091,185.6493085,8322.596,,1.5
12/1/2014,17.06324492,118.3949948,147.6450613,186.2370798,8588.3733,,1.5
12/2/2014,16.95777514,119.2150026,147.6232654,186.4106627,8409.4261,,1.5
12/3/2014,17.03127794,119.7949972,147.4708745,187.9169407,8376.0664,,1.5
12/4/2014,16.9702935,119.7849955,148.2799526,187.7405426,8341.8274,,1.5
12/5/2014,17.02475399,121.425005,149.1869312,189.2326616,8386.82475,,1.5
12/8/2014,16.85118717,120.6950053,148.6546752,188.9287739,7988.80205,,1.5
12/9/2014,16.79994624,119.694998,148.1262035,187.5820672,8000.4138,,1.5
12/10/2014,16.44371727,117.8149937,146.6490688,185.1166235,7568.4356,,1.5
12/11/2014,16.27975125,118.6699942,147.275405,186.6716446,7556.9056,,1.5
12/12/2014,16.12383102,118.8000059,148.03849,186.758801,7347.78,,1.5
12/15/2014,15.74356875,117.8250023,146.5416178,184.2468908,7194.3945,,1.5
12/16/2014,15.67643831,116.4100039,145.6452083,183.3180568,6968.3026,,1.5
12/17/2014,16.01396418,118.6549981,146.4557704,184.808723,7259.3129,,1.5
12/18/2014,16.06206381,118.8350034,146.0067163,186.202402,7043.35045,,1.5
12/19/2014,16.22757552,119.504996,146.1347362,186.7936864,7335.2169,,1.5
12/22/2014,16.16618842,120.0599964,146.8428781,187.1607711,7216.8066,,1.5
12/23/2014,16.21021406,120.6849984,146.9075951,187.3360809,7445.05765,,1.5
12/24/2014,16.17494824,120.5049979,146.9507715,187.4941408,7259.2212,,1.5
12/26/2014,16.124091,120.4049991,146.6060695,187.3185352,7158.07725,,1.5
12/29/2014,16.17507906,120.6749932,146.6490688,187.2308556,6984.669,,1.5
12/30/2014,16.07639503,119.4799944,145.2643812,185.8908821,6917.892,,1.5
12/31/2014,16.01473355,119.694998,144.8225923,186.4280388,6862.11435,2.91,1.25
1/2/2015,15.86999302,120.5049979,144.6340758,184.6892603,6798.8921,,1.25
1/5/2015,15.66232037,119.6349984,142.7755568,182.4318161,6353.81485,,1.25
1/6/2015,15.28444349,118.4050041,140.7657658,179.4043775,6050.4955,,1.25
1/7/2015,15.4778396,119.254995,141.1831145,180.1964141,6099.89325,,1.25
1/8/2015,15.69834069,119.6599933,141.1034288,180.5543017,6097.8736,,1.25
1/9/2015,15.47137409,118.5299957,140.3508772,179.6945193,5939.5383,,1.25
1/12/2015,15.27988937,118.3500021,140.0560224,179.5654516,5613.3405,,1.25
1/13/2015,15.1998784,117.9299937,138.8310426,178.7629603,5494.3587,,1.25
1/14/2015,15.39551067,117.3350029,138.3317195,178.7310098,5713.04115,,1.25
1/15/2015,15.32801962,116.1649984,135.098622,176.4602082,5537.58555,,1.25
1/16/2015,15.57632399,117.6400004,136.1099769,178.2372338,5901.9988,,1.25
1/19/2015,15.4223408,117.5700021,136.4442625,177.6830135,5742.1188,,1.25
1/20/2015,15.48574924,118.809999,137.2306848,179.937022,5701.6919,,1.25
1/21/2015,15.54388037,117.9550046,136.9487812,178.619273,5783.33365,,1.25
1/22/2015,15.48383101,118.4899967,134.6801347,177.8568253,5749.1348,,1.25
1/23/2015,15.15553366,117.775004,131.9957761,176.5380881,5746.24225,,1.25
1/26/2015,15.17450683,118.460001,133.1380642,178.6352269,5705.0336,,1.25
1/27/2015,15.25355217,117.8699995,134.1561578,179.147259,5846.352,,1.25
1/28/2015,15.00746621,117.550004,132.6963907,177.9201139,5697.6485,,1.25
1/29/2015,15.10927785,118.2899998,133.9046599,178.2213509,5811.5877,,1.25
1/30/2015,15.19976288,117.4549992,132.5908247,176.9911504,6223.94045,,1.25
2/2/2015,15.37349916,117.5949988,133.3688984,176.8502962,6438.32625,,1.25
2/3/2015,15.64492283,117.5700021,134.9892009,178.3166904,6808.4787,,1.25
2/4/2015,15.42638529,117.2749936,133.0671989,178.0468263,6351.614,,1.25
2/5/2015,15.63758337,117.5349996,134.8981519,180.1639492,6648.95495,,1.25
2/6/2015,15.5966093,118.9799987,134.6257404,181.3894431,6877.044,,1.25
2/9/2015,15.57765852,118.6400059,134.354427,180.5054152,6921.4576,,1.25
2/10/2015,15.75324123,119.4299941,135.2082207,182.1825469,6739.4349,,1.25
2/11/2015,15.75410985,120.4650046,136.5374113,183.5704452,6584.6169,,1.25
2/12/2015,15.59332606,119.1050021,135.8142062,183.2340815,6794.94025,,1.25
2/13/2015,15.64773812,118.7550011,135.2082207,182.8655024,7305.8076,,1.25
2/16/2015,15.6528817,118.4800011,134.4989913,182.0333121,7274.672,,1.25
2/17/2015,15.86961524,119.254995,136.0914535,183.1334127,7457.01515,,1.25
2/18/2015,15.78120931,118.7900003,135.3912808,183.3516685,7190.3587,,1.25
2/19/2015,15.67434971,118.9450007,135.1899419,183.3348611,7161.67845,,1.25
2/20/2015,15.8101517,119.0300054,135.4646437,183.3180568,7167.9866,,1.25
2/23/2015,15.59758237,118.8149963,134.643867,183.6547291,6998.2035,,1.25
2/24/2015,15.68061719,118.9799987,134.9345567,183.87423,6979.3668,,1.25
2/25/2015,15.75485446,118.8600042,135.0438893,184.569952,7325.3418,,1.25
2/26/2015,15.5927182,119.4199962,133.7255951,183.9757152,7171.171,,1.25
2/27/2015,15.5949067,119.5399958,133.8329764,184.501845,7480.8132,,1.25
3/2/2015,15.60500609,120.1300047,134.354427,184.569952,7152.5402,,1.25
3/3/2015,15.52216565,119.7299945,133.8150676,183.9249586,7305.9246,,1.25
3/4/2015,15.38899533,119.6799996,132.5908247,182.6817684,7246.624,,1.25
3/5/2015,15.55560741,120.1499953,132.5381047,183.1166453,7266.672,,1.25
3/6/2015,15.2817574,120.8400072,131.0444241,181.7025529,7217.7732,,1.25
3/9/2015,15.2780218,121.1549948,131.4751512,183.3012556,7091.20215,,1.25
3/10/2015,14.9799269,121.1350059,129.5840352,182.5483753,6830.80265,,1.25
3/11/2015,14.79749626,121.4500013,128.0901755,181.3236627,6988.233,,1.25
3/12/2015,14.97073222,121.3000012,129.0156109,180.5217077,6923.804,,1.25
3/13/2015,14.78262155,121.3949936,127.4047649,179.0029535,6636.66465,,1.25
3/16/2015,14.67405261,121.3350005,128.2380097,179.9208348,6484.1424,,1.25
3/17/2015,14.60024528,121.364997,128.6173633,178.9549034,6494.24115,,1.25
3/18/2015,14.70772082,120.1050006,130.5142261,179.9046505,6715.07055,,1.25
3/19/2015,14.93506978,120.7999956,128.7664177,178.2213509,6575.144,,1.25
3/20/2015,14.94489072,120.035007,129.9038711,179.4687724,6640.3362,,1.25
3/23/2015,15.1773857,119.7349977,131.061599,179.0350013,6695.5812,,1.25
3/24/2015,15.23983693,119.7450054,130.8386759,177.8568253,6599.14695,,1.25
3/25/2015,15.24239214,119.4999977,131.1131506,177.8251978,6749.36,,1.25
3/26/2015,15.06353044,119.1999964,129.7353399,177.0068148,7055.448,,1.25
3/27/2015,14.93785851,119.1349989,129.7185108,177.2421127,6720.40535,,1.25
3/30/2015,14.98183453,120.0750037,130.0897619,177.8568253,6759.02175,,1.25
3/31/2015,14.90468454,120.1349981,128.915818,178.0151313,6620.63985,2.14,1.25
4/1/2015,14.90846204,119.7649971,128.915818,177.5410564,6838.5815,,1.25
4/2/2015,14.98228345,119.7150017,130.2931596,177.5095411,6578.33925,,1.25
4/6/2015,15.0171571,119.5349945,130.5823975,177.8726432,6947.3742,,1.25
4/7/2015,14.87630354,120.2749968,130.0897619,178.09439,7108.2525,,1.25
4/8/2015,14.90712859,120.1400064,129.516902,178.603322,6673.777,,1.25
4/9/2015,14.87022015,120.5899938,128.5347044,177.430802,6821.7763,,1.25
4/10/2015,14.8424107,120.2249939,127.4859765,175.9169672,6957.42075,,1.25
4/13/2015,14.82755553,120.1349981,126.9518852,176.3046544,6959.42055,,1.25
4/14/2015,15.02279709,119.3849954,127.1940982,176.4446405,6975.66555,,1.25
4/15/2015,15.24006919,119.1500029,127.3236567,176.8346596,7187.128,,1.25
4/16/2015,15.37019105,119.0100034,128.0737705,177.7461785,7614.2598,,1.25
4/17/2015,15.18925816,118.9150005,128.5181853,177.9201139,7545.15675,,1.25
4/20/2015,15.12584705,119.1999964,127.9918085,177.6830135,7563.24,,1.25
4/21/2015,15.19352756,119.665005,128.4686536,178.603322,7428.8032,,1.25
4/22/2015,15.16288732,119.9150042,128.6339079,180.3101334,7522.26795,,1.25
4/23/2015,15.2579742,119.584997,129.4665976,180.0828381,7755.08725,,1.25
4/24/2015,15.32625771,118.9849961,129.3828438,180.7174483,7767.3408,,1.25
4/27/2015,15.40665876,119.0399948,129.617628,181.3894431,7717.3632,,1.25
4/28/2015,15.55826961,118.8550032,130.5142261,182.3154057,7682.7872,,1.25
4/29/2015,15.82453753,119.0399948,132.5029813,183.7728567,7837.5936,,1.25
4/30/2015,15.8462282,119.3650021,133.9764202,183.2340815,7971.1947,,1.25
5/1/2015,15.80477937,120.1750036,134.6076188,181.967064,7986.8305,,1.25
5/4/2015,15.81765408,120.1349981,133.9046599,181.6530427,7982.97075,,1.25
5/5/2015,15.83054979,119.8500005,134.0662287,182.0167455,8092.272,,1.25
5/6/2015,16.06787069,119.465007,135.6300014,182.1327748,8096.14305,,1.25
5/7/2015,16.07368176,119.7349977,134.8981519,182.5317149,7847.4319,,1.25
5/8/2015,16.0248706,119.8050006,134.2281879,185.16804,7834.04895,,1.25
5/11/2015,15.86671956,120.0849962,133.9584729,187.1607711,7794.71735,,1.25
5/12/2015,16.01614427,119.8649984,134.4086022,187.8287002,8014.1739,,1.25
5/13/2015,16.12929241,119.1599983,135.3363107,187.6172608,7961.0796,,1.25
5/14/2015,16.16788734,119.1649966,135.9619307,187.9875928,7935.19735,,1.25
5/15/2015,16.31960311,119.290005,136.6120219,187.5644753,7969.7649,,1.25
5/18/2015,16.20154725,119.9899976,135.7773252,187.8110621,7951.7373,,1.25
5/19/2015,16.01640079,120.6950053,134.5713901,187.1958068,7726.8939,,1.25
5/20/2015,16.02435702,121.3549965,134.6257404,188.554728,7891.71565,,1.25
5/21/2015,16.01588776,121.039995,134.4989913,189.5734597,8054.0016,,1.25
5/22/2015,15.89863033,121.5450072,133.9046599,188.2707333,7945.39665,,1.25
5/25/2015,15.90343435,121.5600038,133.4400854,188.0582981,7964.6112,,1.25
5/26/2015,15.87414974,123.1049986,133.8508901,189.3939394,7844.2506,,1.25
5/27/2015,15.91609037,123.6650054,134.8617667,189.8794266,7674.6499,,1.25
5/28/2015,15.88007368,123.9549974,135.7036233,189.8433792,7757.1039,,1.25
5/29/2015,15.97661024,124.1449979,136.4070386,189.8253607,8138.9462,,1.25
6/1/2015,15.68160078,124.7799973,136.3512408,189.6813354,8095.7264,,1.25
6/2/2015,15.85527307,124.114998,138.4466288,190.4399162,8128.29135,,1.25
6/3/2015,16.01511827,124.249996,140.0952648,190.6395958,7927.15,,1.25
6/4/2015,16.02795275,124.3750001,139.7819402,191.1132346,7714.98125,,1.25
6/5/2015,15.80315589,125.6250001,139.6063102,191.8465228,7953.31875,,1.25
6/8/2015,15.92876656,124.4850055,140.5678943,191.0767173,7803.96465,,1.25
6/9/2015,15.9813338,124.3400033,140.291807,191.2960306,8067.1792,,1.25
6/10/2015,15.80253157,122.675002,138.9467834,190.5306278,8059.7475,,1.25
6/11/2015,15.73452706,123.4199927,138.9467834,191.5341889,8035.8762,,1.25
6/12/2015,15.93016217,123.3849983,139.0433815,191.9754271,7880.59995,,1.25
6/15/2015,15.91913082,123.4199927,139.256371,192.5483778,7727.3262,,1.25
6/16/2015,15.8988831,123.3600058,138.7539892,193.0315607,7858.032,,1.25
6/17/2015,16.11720431,123.4349985,139.9384271,195.427008,7883.79345,,1.25
6/18/2015,15.77199997,122.965006,139.6843135,195.2743605,7901.7309,,1.25
6/19/2015,15.87226005,122.675002,139.275766,194.8558067,7730.9785,,1.25
6/22/2015,15.93231951,123.3749971,139.9188471,195.2362358,7814.5725,,1.25
6/23/2015,15.84020402,123.9549974,138.4657989,194.9887881,7988.89975,,1.25
6/24/2015,15.77647885,123.8500062,138.7925052,194.5146859,7863.2365,,1.25
6/25/2015,15.82766835,123.619999,138.5041551,194.6661476,7812.784,,1.25
6/26/2015,15.80003476,123.8550069,138.2934587,195.0838861,7835.0673,,1.25
6/29/2015,15.59514991,122.5399943,137.6841526,192.8640309,7598.7054,,1.25
6/30/2015,15.61621588,122.5000046,136.4349546,192.4557352,7789.775,1.93,1
7/1/2015,15.52276802,123.1749931,136.1563074,192.3816853,7638.08175,,1
7/2/2015,15.45368145,123.0650028,136.4163427,192.0860546,7638.64455,,1
7/3/2015,15.34836962,122.8149984,136.490821,191.2228703,7408.2008,,1
7/6/2015,15.18130271,122.5750067,135.5289015,191.2960306,6930.3905,,1
7/7/2015,15.02054059,122.5449948,134.943661,189.4477598,6966.68325,,1
7/8/2015,14.67749866,120.7049993,133.7255951,185.4427446,6886.22025,,1
7/9/2015,14.90635085,121.3449977,133.949501,186.6193898,7112.03045,,1
7/10/2015,15.31393568,122.7549953,137.0520112,190.5850962,7209.40115,,1
7/13/2015,15.26251526,123.4399962,135.8326542,191.1863111,7141.004,,1
7/14/2015,15.23159642,123.3800051,135.8603356,192.9198418,7218.9638,,1
7/15/2015,15.17899834,123.7799934,135.5197181,193.5546308,7061.649,,1
7/16/2015,15.21352178,124.1550011,135.0256549,193.7984496,7140.15405,,1
7/17/2015,15.17404631,124.0750053,134.354427,193.6670863,7084.6825,,1
7/20/2015,15.0845489,124.2650036,134.5442314,193.4235977,7039.61225,,1
7/21/2015,15.26869079,123.8900075,135.501355,192.7525058,7066.6856,,1
7/22/2015,15.19456642,123.9650007,135.5380862,193.5546308,6958.15545,,1
7/23/2015,15.153926,123.9150003,136.0821936,192.2337562,6848.78205,,1
7/24/2015,15.09354223,123.8199954,135.998912,192.0860546,6763.0484,,1
7/27/2015,15.07931721,123.2450065,136.7240908,191.7545542,6589.91015,,1
7/28/2015,15.13122555,123.5600009,136.6586949,192.9012346,6585.748,,1
7/29/2015,15.20114921,123.9349956,136.1563074,193.4048931,6615.6503,,1
7/30/2015,15.19018107,124.1449979,135.7220413,193.6858416,6618.16995,,1
7/31/2015,15.16323219,123.9400031,136.1841209,193.6295866,6470.9074,,1
8/3/2015,15.02708632,124.0350076,135.8234295,193.3488012,6142.2132,,1
8/4/2015,14.99374011,124.3849939,135.3546291,193.6108422,6218.00615,,1
8/5/2015,15.12950859,124.9000019,136.2119458,194.8747929,6193.791,,1
8/6/2015,15.07079506,124.7399951,136.2769147,193.498452,6177.1248,,1
8/7/2015,15.02290994,124.2250068,136.2583458,192.4927815,6038.57725,,1
8/10/2015,15.1998784,124.6300047,137.3343405,194.3068105,6282.5983,,1
8/11/2015,15.1183007,125.1299944,138.1501692,194.8747929,6153.8934,,1
8/12/2015,15.23542541,124.2099934,138.5809313,193.9487975,6168.2686,,1
8/13/2015,15.13798271,124.425001,138.7251162,194.2313295,6124.1985,,1
8/14/2015,15.09228935,124.3149933,138.0738695,194.4579485,6095.16445,,1
8/17/2015,15.14635162,124.390007,137.8074829,193.8735944,6062.7686,,1
8/18/2015,15.01219741,124.405002,137.1083842,194.8368242,6072.20805,,1
8/19/2015,14.91947215,123.8100002,137.6746747,194.118218,5838.8796,,1
8/20/2015,14.99587613,123.4050057,138.7251162,193.5921014,5753.1411,,1
8/21/2015,14.88549334,122.025,138.9757487,191.5525333,5547.2565,,1
8/24/2015,14.42075435,118.4199931,137.6273053,186.8111339,5055.3498,,1
8/25/2015,14.44700477,118.8799983,136.8925394,186.4801865,5136.8048,,1
8/26/2015,14.30993897,119.9150042,135.6852103,185.3911754,5173.1331,,1
8/27/2015,14.58682809,121.0349993,136.1099769,186.3932898,5756.4246,,1
8/28/2015,14.69021999,121.7150033,136.0729351,187.35363,6091.83575,,1
8/31/2015,14.63978802,121.2249931,135.9434475,186.0119048,6564.33375,,1
9/1/2015,14.40424061,119.375005,135.0621286,182.6984562,5916.225,,1
9/2/2015,14.59204296,120.3249978,135.0894968,184.1112032,6076.4125,,1
9/3/2015,14.49779633,120.0750037,133.5648457,183.200513,6085.401,,1
9/4/2015,14.33311595,119.0050039,132.6523844,180.5543017,5903.83805,,1
9/7/2015,14.33034307,119.2749941,133.2001332,182.1327748,5681.06825,,1
9/8/2015,14.5458777,119.8050006,134.1741581,184.4507977,5932.7436,,1
9/9/2015,14.66361663,120.5099935,135.0347715,185.150898,5733.8658,,1
9/10/2015,14.74121792,120.6149966,136.045167,186.2891207,5896.86735,,1
9/11/2015,14.79082082,120.5800043,136.7334382,186.0465116,5804.7212,,1
9/14/2015,14.68191628,120.2349969,136.1192405,185.4771399,5575.29695,,1
9/15/2015,14.69637294,120.4400059,135.6944162,184.774575,5616.1172,,1
9/16/2015,14.79432194,120.5650014,136.1099769,186.7762421,5998.10875,,1
9/17/2015,14.84362244,120.0050018,137.2401016,187.1082421,5889.8454,,1
9/18/2015,14.70642303,119.9949938,135.6576002,186.3759202,5696.16265,,1
9/21/2015,14.65953236,120.5500022,134.8890538,186.9508319,5897.306,,1
9/22/2015,14.49863713,120.1499953,133.6183859,184.6381093,5896.962,,1
9/23/2015,14.51926707,120.2999993,134.5713901,183.4021091,5744.325,,1
9/24/2015,14.20615979,120.0849962,134.8526735,183.0328544,5784.49445,,1
9/25/2015,14.15708704,120.5800043,134.9892009,183.0663616,5860.188,,1
9/28/2015,14.05382615,119.9249989,134.8617667,181.967064,5677.2495,,1
9/29/2015,14.1299817,119.7349977,134.6892047,181.4058957,5774.81905,,1
9/30/2015,14.07528872,119.8649984,133.9764202,181.3401034,5797.87005,2.69,0.75
10/1/2015,14.21342885,119.9349952,134.2822613,181.4717358,5719.70015,,0.75
10/2/2015,14.3088128,119.9049969,134.4086022,182.0498817,5771.02765,,0.75
10/5/2015,14.33085648,120.4599982,134.7345729,182.4318161,5932.655,,0.75
10/6/2015,14.52749328,120.2500046,135.5472721,183.099881,6243.38,,0.75
10/7/2015,14.61037775,120.0149971,134.8435814,183.8404265,6160.36995,,0.75
10/8/2015,14.73014377,119.9349952,135.2722354,184.0942563,6362.55175,,0.75
10/9/2015,14.88737699,120.2749968,136.6120219,184.0773125,6332.47875,,0.75
10/12/2015,14.82447818,120.035007,136.3047775,184.1959845,5984.9451,,0.75
10/13/2015,14.67986876,119.7450054,136.2769147,182.5483753,5896.2438,,0.75
10/14/2015,14.70296338,118.8300045,136.3326517,183.9249586,5840.4945,,0.75
10/15/2015,14.67997651,118.8900049,135.3363107,183.7728567,5791.1319,,0.75
10/16/2015,14.72493816,119.4450012,135.5289015,184.3657817,6027.1947,,0.75
10/19/2015,14.6925942,119.4949998,135.3088424,184.7575058,5808.65195,,0.75
10/20/2015,14.75296166,119.840004,135.9896648,185.0481125,5837.4064,,0.75
10/21/2015,14.63860933,119.95,136.0081605,184.9454411,5739.6075,,0.75
10/22/2015,14.55095745,120.6899944,134.0482574,185.8045336,5802.7752,,0.75
10/23/2015,14.48246897,121.465004,133.8240214,186.0119048,5829.10535,,0.75
10/26/2015,14.53329942,121.095004,133.8867318,185.8908821,5756.8563,,0.75
10/27/2015,14.25598038,120.4599982,133.1026221,184.2638659,5638.7326,,0.75
10/28/2015,14.12688771,121.095004,132.2488924,184.808723,5939.70975,,0.75
10/29/2015,14.14477174,121.1300024,132.9610424,185.4599407,5911.144,,0.75
10/30/2015,14.21797579,120.6250064,132.7580485,186.115764,5978.175,,0.75
11/2/2015,14.22637,120.754994,133.0406439,186.1504095,5891.63645,,0.75
11/3/2015,14.23224172,121.0649942,132.7756755,186.7239287,6118.6251,,0.75
11/4/2015,14.05678943,121.5549947,132.0829481,187.0382493,5905.1419,,0.75
11/5/2015,14.2345715,121.7500054,132.5205407,185.1337591,5841.565,,0.75
11/6/2015,14.21130794,123.1600049,132.2926313,185.3568119,5840.2472,,0.75
11/9/2015,14.21373189,123.1900001,132.4240217,186.202402,5813.3361,,0.75
11/10/2015,14.27572128,123.1450052,132.0829481,186.202402,5841.9988,,0.75
11/11/2015,14.26798122,122.8450068,131.9870653,186.8809568,5627.52945,,0.75
11/12/2015,14.12688771,122.609994,132.6347901,186.7413632,5402.1966,,0.75
11/13/2015,14.13487498,122.6450013,132.2051824,186.8460389,5348.54845,,0.75
11/16/2015,14.16540949,123.1749931,131.6309069,187.2133296,5488.678,,0.75
11/17/2015,14.21201484,123.4499928,131.4060447,187.8287002,5378.7165,,0.75
11/18/2015,14.25872456,123.6349924,131.7870322,188.377131,5457.2489,,0.75
11/19/2015,14.28673477,122.8650055,131.8826245,187.8639865,5428.1757,,0.75
11/20/2015,14.23740879,122.9100075,130.8472359,186.7239287,5489.1606,,0.75
11/23/2015,14.19537089,122.8450068,130.6506402,185.8045336,5507.14135,,0.75
11/24/2015,14.1719339,122.5349942,130.3865963,184.8599686,5651.3142,,0.75
11/25/2015,14.20071288,122.7200005,130.4035991,185.6493085,5665.9824,,0.75
11/26/2015,14.15368066,122.620007,130.0982242,185.2023335,5574.3052,,0.75
11/27/2015,14.10954652,122.8450068,130.1320841,184.7404397,5510.8267,,0.75
11/30/2015,14.15147741,123.0999977,130.0474673,185.3396349,5491.491,,0.75
12/1/2015,14.25161221,122.8700024,130.6250408,185.3052905,5460.3428,,0.75
12/2/2015,14.2428839,123.2450065,130.8215594,184.280844,5236.68005,,0.75
